OS,TIPO,TIPO EQUIPAMENTO,EQUIPAMENTO,MARCA,HORARIO INICIO,HORARIO FIM,TIPO DE SERVIÇO,COMPLEMENTO,RESOLUÇÃO,TEMPO
1969316,CORRETIVA,APARELHO DE RAIOS-X - FIXO,MULTIX B,SIEMENS HEALTHCARE,2024-05-09 11:07:00,2024-05-29 16:00:00,05 APRESENTA CODIGO/MENSAGEM DE ERRO,CAUSA NATURAL,SUBSTITUIÇÃO DE PECA(S),484.88
1969111,CORRETIVA,CUFFOMETRO,PORTEX,PORTEX,2024-05-10 08:26:00,2024-05-10 10:54:00,03 EQUIPAMENTO DANIFICADO,CAUSA NATURAL,REVISÃO / REPARO EM PEÇAS,2.47
1969256,CORRETIVA,HOLTER,H3+,MORTARA,2024-05-10 10:32:00,2024-06-01 09:20:00,20 DISPLAY DANIFICADO,CAUSA NATURAL,RECEBIMENTO DE MATERIAIS/PECAS,526.8
1969703,CORRETIVA,HOLTER,H3+,MORTARA,2024-05-10 17:30:00,2024-06-01 14:01:00,20 DISPLAY DANIFICADO,CAUSA NATURAL,RECEBIMENTO DE EQUIPAMENTO(S),524.52
1969553,CORRETIVA,LAPAROSCOPIO,30° 5MM X 29CM,KARL STORZ,2024-05-10 14:54:00,2024-06-21 07:20:00,03 EQUIPAMENTO DANIFICADO,MAU USO,SUBSTITUIÇÃO DE PECA(S),1000.43
1969326,CORRETIVA,MONITOR - MULTIPARAMETROS,DX2020,DIXTAL BIOMEDICA,2024-05-10 11:18:00,2024-05-10 11:50:00,02 NAO FUNCIONA,CAUSA NATURAL,CONFIGURAÇÃO/REINICIALIZAÇÃO,0.53
1969186,CORRETIVA,SISTEMA DIPRIFUSOR,TE SS830T SS3TCI,TERUMO,2024-05-10 09:24:00,2024-05-17 15:15:00,03 EQUIPAMENTO DANIFICADO,MAU USO,REPOSIÇÃO DE ACESSÓRIO DANIFICADO,173.85
1969403,CORRETIVA,CARDIOTOCOGRAFO,AVALON FM20,PHILIPS MEDICAL,2024-05-10 12:07:00,2024-05-10 13:15:00,03 EQUIPAMENTO DANIFICADO,MAU USO,AJUSTE MECÂNICO,1.13
1969345,CORRETIVA,BOMBA INJETORA DE CONTRASTE,ACCUTRON MR,GUERBET,2024-05-10 11:17:00,2024-05-14 15:00:00,05 APRESENTA CODIGO/MENSAGEM DE ERRO,CAUSA NATURAL,ABERTURA DE CHAMADO TÉCNICO/CONTATO COM EMPRESA EXTERNA,99.72
1969513,CORRETIVA,CAMA - ELETRICA,HR8400,HILL ROM,2024-05-10 14:01:00,2024-05-10 15:30:00,02 NAO FUNCIONA,MAU USO,AJUSTE ELETRÔNICO,1.48
2023051,CORRETIVA,APARELHO DE RAIOS-X - MOVEL,POLYMOBIL PLUS,SIEMENS HEALTHCARE,2024-05-13 13:00:00,2024-05-27 15:00:00,02 NAO FUNCIONA,CAUSA NATURAL,ACOMPANHAMENTO DE SERVICO EXTERNO,338.0
1970177,CORRETIVA,MONITOR - MULTIPARAMETROS,EFFICIA CM120,PHILIPS MEDICAL,2024-05-13 08:10:00,2024-05-13 08:11:00,02 NAO FUNCIONA,CAUSA NATURAL,REPOSIÇÃO DE ACESSÓRIO DANIFICADO,0.02
1970194,CORRETIVA,MONITOR - MULTIPARAMETROS,MX 550,PHILIPS MEDICAL,2024-05-13 08:21:00,2024-05-13 08:50:00,05 APRESENTA CODIGO/MENSAGEM DE ERRO,CAUSA NATURAL,REVISÃO / REPARO EM CONEXÕES,0.48
1970197,CORRETIVA,VAPORIZADOR,1400,K TAKAOKA,2024-05-13 08:22:00,2024-05-15 08:00:00,02 NAO FUNCIONA,CAUSA NATURAL,LIMPEZA,47.63
1970206,CORRETIVA,AUTOCLAVE - HORIZONTAL,AC 365,ORTOSINTESE,2024-05-13 08:00:00,2024-05-13 12:30:00,13 TESTE FUNCIONAL,CAUSA NATURAL,AVALIAÇÃO TÉCNICA,4.5
1970212,CORRETIVA,MONITOR - GASES ANESTESICOS,VAMOS PLUS,DRAGER HEALTHCARE,2024-05-13 08:29:00,2024-05-13 08:40:00,13 TESTE FUNCIONAL,CAUSA NATURAL,COLOCADO EM TESTE TÉCNICO,0.18
1970315,CORRETIVA,TOMOGRAFO COMPUTADORIZADO,AQUILION LIGHTNING 80 TSX036A,CANON,2024-05-13 08:00:00,2024-05-15 11:00:00,05 APRESENTA CODIGO/MENSAGEM DE ERRO,CAUSA NATURAL,AVALIAÇÃO TÉCNICA,51.0
1970282,CORRETIVA,ELETROCARDIOGRAFO - ERGOMETRIA,WINCARDIO,MICROMED,2024-05-13 09:36:00,2024-05-13 14:00:00,02 NAO FUNCIONA,CAUSA NATURAL,REVISÃO / REPARO EM PLACA(S),4.4
1969467,CORRETIVA,TRANSFORMADOR DE PAREDE,767,WELCH ALLYN,2024-05-10 12:58:00,2024-05-10 13:30:00,01 NAO LIGA,CAUSA NATURAL,AJUSTE ELETRÔNICO,0.53
1969497,CORRETIVA,MONITOR - MULTIPARAMETROS,BENEVISION N12,MINDRAY,2024-05-10 13:29:00,2024-05-10 14:00:00,*ACESSORIO DANIFICADO,MAU USO,REPOSIÇÃO DE ACESSÓRIO DANIFICADO,0.52
1969417,CORRETIVA,CENTRIFUGA,BMC,BENFER,2024-05-10 12:16:00,2024-07-05 10:00:00,02 NAO FUNCIONA,CAUSA NATURAL,SUBSTITUIÇÃO DE PECA(S),1341.73
1969535,CORRETIVA,MEDIDOR - SINAIS VITAIS,CONNEX SPOT 7500,WELCH ALLYN,2024-05-16 09:41:00,2024-05-16 09:42:00,02 NAO FUNCIONA,ATIVIDADE PROGRAMADA,REALIZAÇÃO DE MANUTENÇÃO PREVENTIVA,0.02
1974539,CORRETIVA,ULTRASSOM - GERAL,HD15,PHILIPS MEDICAL,2024-05-10 12:00:00,2024-05-15 16:30:00,02 NAO FUNCIONA,CAUSA NATURAL,ACOMPANHAMENTO DE SERVICO EXTERNO,124.5
1969963,CORRETIVA,VIDEOENDOSCOPIO - ALTA,EG 760Z,FUJIFILM MEDICAL,2024-05-11 20:00:00,2024-09-05 21:00:00,02 NAO FUNCIONA,CAUSA NATURAL,REVISÃO / REPARO EM CONEXÕES,2809.0
1969883,CORRETIVA,MONITOR - CONSCIENCIA OU ANALGESIA,VISTA A2000,COVIDIEN - BIS,2024-05-11 12:01:00,2024-05-21 15:00:00,02 NAO FUNCIONA,CAUSA NATURAL,SUBSTITUIÇÃO DE PECA(S),242.98
1969861,CORRETIVA,INDICADOR BIOLOGICO,ATTEST 390,ARIZANT HEALTHCARE 3M,2024-05-11 09:05:00,2024-05-24 09:00:00,05 APRESENTA CODIGO/MENSAGEM DE ERRO,CAUSA NATURAL,SUBSTITUIÇÃO DE PECA(S),311.92
1976210,PREVENTIVA,AUTOCLAVE - HORIZONTAL,6412,CISA,2024-05-14 08:00:00,2024-05-14 12:00:00,*SERVICO PROGRAMADO,ATIVIDADE PROGRAMADA,PROCESSOS ADMINISTRATIVOS,4.0
1969885,CORRETIVA,BOMBA INJETORA DE CONTRASTE,ACCUTRON CT D,GUERBET,2024-05-11 13:00:00,2024-05-21 11:30:00,01 NAO LIGA,CAUSA NATURAL,ACOMPANHAMENTO DE SERVICO EXTERNO,238.5
1969863,CORRETIVA,AUTOCLAVE - HORIZONTAL,6412,CISA,2024-05-11 09:39:00,2024-05-11 10:30:00,02 NAO FUNCIONA,CAUSA NATURAL,AJUSTE MECÂNICO,0.85
1969864,CORRETIVA,ESTERILIZADORA A PEROXIDO,VPRO MAX 2,STERIS,2024-05-11 09:40:00,2024-05-11 11:10:00,05 APRESENTA CODIGO/MENSAGEM DE ERRO,CAUSA NATURAL,TESTE FUNCIONAL,1.5
1969869,CORRETIVA,ANGIOGRAFO,INNOVA IGS530,GE HEALTHCARE,2024-05-11 07:12:00,2024-05-14 10:30:00,01 NAO LIGA,CAUSA NATURAL,REVISÃO / REPARO NO BLOCO DE ALIMENTAÇÃO,75.3
1969855,CORRETIVA,ANGIOGRAFO,INNOVA IGS530,GE HEALTHCARE,2024-05-10 18:30:00,2024-05-11 10:00:00,13 TESTE FUNCIONAL,CAUSA NATURAL,TESTE FUNCIONAL,15.5
1969886,CORRETIVA,TOMOGRAFO COMPUTADORIZADO,LIGHT SPEED VCT 64,GE HEALTHCARE,2024-05-11 13:00:00,2024-05-15 18:00:00,05 APRESENTA CODIGO/MENSAGEM DE ERRO,CAUSA NATURAL,SUBSTITUIÇÃO DE PECA(S),101.0
1969897,CORRETIVA,HEMODIALISADOR,4008 S,FRESENIUS,2024-05-11 15:00:00,2024-05-11 15:30:00,*INSTALACAO,CAUSA NATURAL,AVALIAÇÃO TÉCNICA,0.5
1969900,CORRETIVA,GLICOSIMETRO,FREESTYLE PRECISION PRO,ABBOTT,2024-05-11 15:47:00,2024-05-11 16:10:00,03 EQUIPAMENTO DANIFICADO,CAUSA NATURAL,SUBSTITUIÇÃO DE PECA(S),0.38
1969879,CORRETIVA,BOMBA INFUSORA - SERINGA,PERFUSOR SPACE,B BRAUN,2024-05-11 11:45:00,2024-06-12 14:00:00,20 DISPLAY DANIFICADO,MAU USO,PROCESSOS ADMINISTRATIVOS,770.25
1969849,CORRETIVA,FOCO CIRURGICO TETO - LED,VOLISTA 400 400,GETINGE,2024-05-11 08:08:00,2024-06-19 14:15:00,02 NAO FUNCIONA,CAUSA NATURAL,AJUSTE ELETRÔNICO,942.12
1970340,CORRETIVA,TOMOGRAFO COMPUTADORIZADO,BRIGHT SPEED 16,GE HEALTHCARE,2024-06-07 14:00:00,2024-06-07 17:00:00,24 REPROVADO NA CALIBRACAO,CAUSA NATURAL,ACOMPANHAMENTO DE SERVICO EXTERNO,3.0
1970346,CORRETIVA,ESFIGMOMANOMETRO - ANALOGICO MAO/PORTATIL,BIG BEN,RIESTER,2024-05-13 10:29:00,2024-05-13 11:00:00,*ACESSORIO DANIFICADO,CAUSA NATURAL,REPOSIÇÃO DE ACESSÓRIO PERDIDO,0.52
1970365,CORRETIVA,CARDIOVERSOR,EFFICIA DFM100,PHILIPS MEDICAL,2024-05-13 10:20:00,2024-05-13 10:40:00,05 APRESENTA CODIGO/MENSAGEM DE ERRO,CAUSA NATURAL,AJUSTE MECÂNICO,0.33
1970411,CORRETIVA,HOLTER,NOMAD,MICROMED,2024-05-13 11:26:00,2024-05-13 18:10:00,03 EQUIPAMENTO DANIFICADO,CAUSA NATURAL,AVALIAÇÃO TÉCNICA,6.73
1970415,CORRETIVA,ESFIGMOMANOMETRO - ANALOGICO MAO/PORTATIL,PREMIUM,PREMIUM,2024-05-13 11:27:00,2024-05-14 15:05:00,02 NAO FUNCIONA,CAUSA NATURAL,NÃO FOI POSSÍVEL REALIZAR,27.63
1969567,CORRETIVA,SISTEMA DE GRAVACAO DE VIDEO,IMAGE1 SPIES CONNECT TC200,KARL STORZ,2024-05-10 08:00:00,2025-03-06 08:00:00,02 NAO FUNCIONA,ATIVIDADE PROGRAMADA,ABERTURA DE CHAMADO TÉCNICO/CONTATO COM EMPRESA EXTERNA,7200.0
1970324,CORRETIVA,VENTILADOR PULMONAR,SERVO S,GETINGE,2024-05-13 10:10:00,2024-05-13 11:10:00,05 APRESENTA CODIGO/MENSAGEM DE ERRO,ERRO DE PROCEDIMENTO,AJUSTE DE PARÂMETROS DESCALIBRADOS,1.0
1970280,CORRETIVA,LARINGOSCOPIO,GENERICO,GENERICO,2024-05-13 09:29:00,2024-05-13 09:45:00,03 EQUIPAMENTO DANIFICADO,CAUSA NATURAL,AJUSTE MECÂNICO,0.27
1970299,CORRETIVA,ESFIGMOMANOMETRO - ANALOGICO PAREDE/PEDESTAL,PREMIUM,PREMIUM,2024-05-13 09:47:00,2024-05-13 10:01:00,03 EQUIPAMENTO DANIFICADO,CAUSA NATURAL,INSTALAÇÃO / ENTREGA DE ACESSÓRIO ADICIONAL,0.23
1970302,CORRETIVA,ELETROCARDIOGRAFO,BENEHEART R3,MINDRAY,2024-05-13 09:38:00,2024-05-13 17:00:00,02 NAO FUNCIONA,CAUSA NATURAL,REPOSIÇÃO DE ACESSÓRIO DANIFICADO,7.37
1970303,CORRETIVA,ELETROCARDIOGRAFO,MAC 600,GE HEALTHCARE,2024-05-13 14:10:00,2024-05-13 17:00:00,02 NAO FUNCIONA,CAUSA NATURAL,REPOSIÇÃO DE ACESSÓRIO DANIFICADO,2.83
1970414,CORRETIVA,MAPA,ABPM 04,MEDITECH,2024-05-13 11:40:00,2024-05-14 10:00:00,03 EQUIPAMENTO DANIFICADO,CAUSA NATURAL,AVALIAÇÃO TÉCNICA,22.33
1970322,CORRETIVA,SISTEMA DE ANESTESIA,ATLAN A300,DRAGER HEALTHCARE,2024-05-13 10:10:00,2024-05-13 12:00:00,13 TESTE FUNCIONAL,MAU USO,TESTE FUNCIONAL,1.83
1970526,CORRETIVA,COLPOSCOPIO,CP DECIUS 2500,DF VASCONCELOS,2024-05-13 13:34:00,2024-05-13 14:00:00,05 APRESENTA CODIGO/MENSAGEM DE ERRO,CAUSA NATURAL,CONFIGURAÇÃO/REINICIALIZAÇÃO,0.43
1969937,CORRETIVA,COMPRESSOR - COLCHAO DE AR,BIOAIR II 946,SALVAPE,2024-05-12 09:00:00,2024-05-12 10:00:00,01 NAO LIGA,CAUSA NATURAL,AVALIAÇÃO TÉCNICA,1.0
1969938,CORRETIVA,BOMBA INFUSORA,EVO IQ,BAXTER,2024-05-12 08:35:00,2024-05-13 07:48:00,04 NAO FUNCIONA NA BATERIA,CAUSA NATURAL,AVALIAÇÃO TÉCNICA,23.22
1969948,CORRETIVA,MONITOR - VIDEOCIRURGIA,OEV 262H 26POL,OLYMPUS,2024-05-12 12:08:00,2024-05-12 12:35:00,*ATIVIDADE GERENCIAL,CAUSA NATURAL,TRANSPORTE / EMPRÉSTIMO DE EQUIPAMENTO(S),0.45
1969936,CORRETIVA,MEDIDOR - SINAIS VITAIS,CONNEX SPOT 7500,WELCH ALLYN,2024-05-12 09:00:00,2024-06-07 15:00:00,03 EQUIPAMENTO DANIFICADO,CAUSA NATURAL,REPOSIÇÃO DE ACESSÓRIO DANIFICADO,630.0
1970803,CORRETIVA,MONITOR - MULTIPARAMETROS,DX2023,DIXTAL BIOMEDICA,2024-05-13 16:00:00,2024-05-14 09:20:00,03 EQUIPAMENTO DANIFICADO,CAUSA NATURAL,AVALIAÇÃO TÉCNICA,17.33
1970325,CORRETIVA,MONITOR - MULTIPARAMETROS,G3D,GENERAL MEDITECH,2024-05-13 10:10:00,2024-05-13 12:00:00,01 NAO LIGA,ERRO DE PROCEDIMENTO,CONFIGURAÇÃO/REINICIALIZAÇÃO,1.83
1970162,CORRETIVA,BOMBA INFUSORA,EVO IQ,BAXTER,2024-05-13 08:30:00,2024-05-13 08:50:00,02 NAO FUNCIONA,CAUSA NATURAL,REVISÃO / REPARO EM CONEXÕES,0.33
1970821,CORRETIVA,MEDIDOR - SINAIS VITAIS,CONNEX SPOT 7100,WELCH ALLYN,2024-05-13 16:05:00,2024-05-15 16:50:00,02 NAO FUNCIONA,CAUSA NATURAL,REPOSIÇÃO DE ACESSÓRIO DANIFICADO,48.75
1970838,CORRETIVA,COMPRESSOR - MANTA TERMICA,ACTIWARM IOB505,JIANGMEN DACHENG,2024-05-13 16:13:00,2024-05-13 17:01:00,03 EQUIPAMENTO DANIFICADO,CAUSA NATURAL,AVALIAÇÃO TÉCNICA,0.8
1970851,CORRETIVA,BISTURI - ELETRICO,SMART CUT 200,MEDCIR,2024-05-13 16:29:00,2024-05-13 16:46:00,03 EQUIPAMENTO DANIFICADO,CAUSA NATURAL,REVISÃO / REPARO EM ACESSÓRIO(S),0.28
1970881,CORRETIVA,INSUFLADOR - CO2,SURGIFLATOR 40,SCHOLLY,2024-05-13 15:22:00,2024-05-13 16:04:00,*ACESSORIO DANIFICADO,CAUSA NATURAL,AVALIAÇÃO TÉCNICA,0.7
1970883,CORRETIVA,ULTRASSOM - ECOCARDIO,VIVID E95,GE HEALTHCARE,2024-05-15 10:10:00,2024-05-15 12:00:00,02 NAO FUNCIONA,ATIVIDADE PROGRAMADA,ACOMPANHAMENTO DE SERVICO EXTERNO,1.83
1970966,CORRETIVA,CAMA - ELETRICA,GO BED FL28EX,STRYKER,2024-05-13 17:44:00,2024-05-13 18:20:00,02 NAO FUNCIONA,CAUSA NATURAL,AVALIAÇÃO TÉCNICA,0.6
1971073,CORRETIVA,MACA - TRANSPORTE,PRIME 1105,STRYKER,2024-05-13 20:00:00,2024-05-13 21:20:00,02 NAO FUNCIONA,ATIVIDADE PROGRAMADA,TESTE FUNCIONAL,1.33
1970774,CORRETIVA,APARELHO DE RAIOS-X - FIXO,RT 500 150,RAY TEC,2024-05-13 12:29:00,2024-05-14 15:00:00,03 EQUIPAMENTO DANIFICADO,CAUSA NATURAL,REVISÃO / REPARO EM CONEXÕES,26.52
1970538,CORRETIVA,BALAO INTRA-AORTICO,AUTOCAT II,ARROW,2024-04-01 13:00:00,2024-05-13 13:30:00,02 NAO FUNCIONA,CAUSA NATURAL,AVALIAÇÃO TÉCNICA,1008.5
1970539,CORRETIVA,BOMBA INFUSORA,COLLEAGUE CXE (MONO),BAXTER,2024-05-13 14:10:00,2024-06-04 14:05:00,03 EQUIPAMENTO DANIFICADO,CAUSA NATURAL,TROCA / INSTALAÇÃO DE BATERIA,527.92
1984723,CORRETIVA,ASPIRADOR - CIRURGICO,14014 PO,NEVONI,2024-06-18 08:00:00,2024-06-18 08:25:00,19 FALTA DE PECA OU ACESSORIO,CAUSA NATURAL,REPOSIÇÃO DE ACESSÓRIO DANIFICADO,0.42
1970257,CORRETIVA,CARDIOTOCOGRAFO,AVALON FM20,PHILIPS MEDICAL,2024-05-13 09:10:00,2024-06-06 10:30:00,02 NAO FUNCIONA,CAUSA NATURAL,TESTE FUNCIONAL,577.33
1970250,CORRETIVA,HOLTER,H3+,MORTARA,2024-05-13 08:57:00,2024-06-23 11:00:00,02 NAO FUNCIONA,MAU USO,AVALIAÇÃO TÉCNICA,986.05
1970945,PREVENTIVA,ULTRASSOM - ECOCARDIO,LOGIQ P9,GE HEALTHCARE,2024-05-13 09:50:00,2024-05-13 10:30:00,*SERVICO PROGRAMADO,ATIVIDADE PROGRAMADA,ACOMPANHAMENTO DE SERVICO EXTERNO,0.67
1970949,CORRETIVA,MACA - TRANSPORTE,747,STRYKER,2024-05-13 16:20:00,2024-05-13 17:40:00,01 NAO LIGA,CAUSA NATURAL,AJUSTE MECÂNICO,1.33
1970094,CORRETIVA,BOMBA INJETORA DE CONTRASTE,OPTIVANTAGE LF,MALLINCKRODT - LIEBEL - FLARSHEIM,2024-05-13 06:59:00,2024-05-13 07:10:00,02 NAO FUNCIONA,ERRO DE PROCEDIMENTO,AVALIAÇÃO TÉCNICA,0.18
1970771,CORRETIVA,URETEROSCOPIO,6° 8MM X 43CM,KARL STORZ,2024-05-13 15:33:00,2024-06-12 13:43:00,02 NAO FUNCIONA,CAUSA NATURAL,ATUALIZAÇÃO DE DADOS NO SISTEMA,718.17
1971515,CORRETIVA,MACA - TRANSPORTE,DURASTAR P8005,HILL ROM,2024-05-13 18:42:00,2024-06-14 09:00:00,03 EQUIPAMENTO DANIFICADO,CAUSA NATURAL,SUBSTITUIÇÃO DE PECA(S),758.3
1970351,CORRETIVA,ESTIMULADOR - NEUROLOGICO,STIMUPLEX HNS12,B BRAUN,2024-05-13 10:35:00,2024-05-27 10:00:00,05 APRESENTA CODIGO/MENSAGEM DE ERRO,CAUSA NATURAL,REPOSIÇÃO DE ACESSÓRIO DANIFICADO,335.42
1970846,GERENCIAL,CAMA - ELETRICA,HR405 P1440B,HILL ROM,2024-05-13 09:00:00,2024-07-17 08:00:00,*ATIVIDADE GERENCIAL,CAUSA NATURAL,REFORMA E PINTURA,1559.0
1973023,CORRETIVA,CABO DE PRESSAO NAO INVASIVA,GENERICO,GENERICO,2024-05-14 15:55:00,2024-05-14 17:00:00,03 EQUIPAMENTO DANIFICADO,CAUSA NATURAL,INSTALAÇÃO / ENTREGA DE ACESSÓRIO ADICIONAL,1.08
1973028,CALIBRACAO,VENTILADOR PULMONAR,SYNOVENT E3,MINDRAY,2024-05-15 08:00:00,2024-05-15 08:51:00,*SERVICO PROGRAMADO,ATIVIDADE PROGRAMADA,REALIZAÇÃO DE CALIBRAÇÃO,0.85
1972978,CORRETIVA,COMPRESSOR - MEMBROS INFERIORES,SCD EXPRESS,COVIDIEN - KENDALL,2024-05-14 15:23:00,2024-05-15 12:30:00,02 NAO FUNCIONA,CAUSA NATURAL,TESTE FUNCIONAL,21.12
1970773,CORRETIVA,URETEROSCOPIO,27001K,KARL STORZ,2024-05-13 15:34:00,2024-06-12 13:45:00,02 NAO FUNCIONA,CAUSA NATURAL,ATUALIZAÇÃO DE DADOS NO SISTEMA,718.18
1972941,CORRETIVA,MONITOR - MULTIPARAMETROS,B20,GE HEALTHCARE,2024-05-14 15:17:00,2024-05-30 17:43:00,02 NAO FUNCIONA,CAUSA NATURAL,AVALIAÇÃO TÉCNICA,386.43
1970352,CORRETIVA,MONITOR - TRANSPORTE,EFFICIA CM100,PHILIPS MEDICAL,2024-05-13 10:42:00,2024-05-13 11:00:00,05 APRESENTA CODIGO/MENSAGEM DE ERRO,CAUSA NATURAL,INSTALAÇÃO / ENTREGA DE ACESSÓRIO ADICIONAL,0.3
1973002,CORRETIVA,CAMA - ELETRICA,GO BED FL28C,STRYKER,2024-05-14 14:30:00,2024-07-04 13:15:00,02 NAO FUNCIONA,CAUSA NATURAL,AJUSTE MECÂNICO,1222.75
1973054,CORRETIVA,ESTIMULADOR - MUSCULAR TERAPEUTICO,TENSMED II 4040,CARCI,2024-05-14 16:17:00,2024-05-14 16:22:00,02 NAO FUNCIONA,CAUSA NATURAL,SUBSTITUIÇÃO / REPARO EM ESTRUTURA DO EQUIPAMENTO,0.08
1970369,CORRETIVA,ESFIGMOMANOMETRO - ANALOGICO MAO/PORTATIL,MEDICATE,DORJA,2024-05-13 10:54:00,2024-05-13 11:30:00,03 EQUIPAMENTO DANIFICADO,CAUSA NATURAL,ABERTURA DE OS DE INATIVACAO,0.6
1971520,CORRETIVA,MICROSCOPIO - ANALITICO,ECLIPSE SI RS,NIKON,2024-05-14 10:30:00,2024-05-14 11:30:00,23 APRESENTA ARTEFATO OU INTERFERENCIA,CAUSA NATURAL,LIMPEZA,1.0
1970367,CORRETIVA,CABO DE ECG,3 VIAS,GENERICO,2024-05-13 10:52:00,2024-05-13 11:32:00,*ACESSORIO DANIFICADO,CAUSA NATURAL,REPOSIÇÃO DE ACESSÓRIO DANIFICADO,0.67
1970566,CORRETIVA,CARDIOVERSOR,CARDIOMAX 8,INSTRAMED,2024-05-13 14:30:00,2024-05-13 15:30:00,02 NAO FUNCIONA,CAUSA NATURAL,REVISÃO / REPARO EM CONEXÕES,1.0
1965354,CORRETIVA,INSUFLADOR - CO2,GS1000,CONMED,2024-05-07 10:05:00,2024-05-07 10:10:00,02 NAO FUNCIONA,EXTRAVIO,REPOSIÇÃO DE ACESSÓRIO PERDIDO,0.08
1973110,CORRETIVA,LAVADORA ULTRASSONICA,SONIC IRRIGATOR PCF,MEDISAFE,2024-05-14 17:59:00,2024-05-14 19:25:00,05 APRESENTA CODIGO/MENSAGEM DE ERRO,INFRAESTRUTURA,CONFIGURAÇÃO/REINICIALIZAÇÃO,1.43
1972918,CORRETIVA,SISTEMA DE ANESTESIA,ATLAN A300,DRAGER HEALTHCARE,2024-05-14 14:53:00,2024-05-17 12:00:00,03 EQUIPAMENTO DANIFICADO,CAUSA NATURAL,AJUSTE MECÂNICO,69.12
1970597,CORRETIVA,FOCO CIRURGICO TETO - LED,VOLISTA 600 400,GETINGE,2024-05-13 14:39:00,2024-07-23 12:43:00,02 NAO FUNCIONA,CAUSA NATURAL,ACOMPANHAMENTO DE SERVICO EXTERNO,1702.07
1972920,CORRETIVA,GLICOSIMETRO,ACCUCHEK PERFORMA,ROCHE,2024-05-14 14:57:00,2024-05-14 15:20:00,02 NAO FUNCIONA,CAUSA NATURAL,AVALIAÇÃO TÉCNICA,0.38
1970787,GERENCIAL,CAMA - ELETRICA,HR405 P1440B,HILL ROM,2024-05-13 15:41:00,2024-07-16 11:10:00,*ATIVIDADE GERENCIAL,CAUSA NATURAL,RECEBIMENTO DE EQUIPAMENTO(S),1531.48
1972923,CORRETIVA,MONITOR - MULTIPARAMETROS,DASH 4000,GE HEALTHCARE,2024-05-14 15:00:00,2024-05-14 15:19:00,*ACESSORIO DANIFICADO,CAUSA NATURAL,TESTE FUNCIONAL,0.32
1975203,CORRETIVA,BALANCA - ELETRONICA/MESA,109E,WELMY,2024-05-14 15:50:00,2024-05-16 10:10:00,02 NAO FUNCIONA,CAUSA NATURAL,SUBSTITUIÇÃO / REPARO EM ESTRUTURA DO EQUIPAMENTO,42.33
1972721,CORRETIVA,MONITOR - MULTIPARAMETROS,IMEC15,MINDRAY,2024-05-14 11:15:00,2024-05-14 13:00:00,02 NAO FUNCIONA,CAUSA NATURAL,REPOSIÇÃO DE ACESSÓRIO DANIFICADO,1.75
1971293,CORRETIVA,BALANCA - ANTROPOMETRICA,BKH300,BALMAK,2024-05-13 07:09:00,2024-05-14 10:26:00,02 NAO FUNCIONA,CAUSA NATURAL,AVALIAÇÃO TÉCNICA,27.28
1970093,CORRETIVA,MONITOR - MULTIPARAMETROS,INFINITY VISTA XL,DRAGER HEALTHCARE,2024-05-12 12:30:00,2024-05-13 12:31:00,02 NAO FUNCIONA,CAUSA NATURAL,AJUSTE ELETRÔNICO,24.02
1970116,CORRETIVA,CENTRAL DE MONITORIZACAO,DX20CT P,DIXTAL BIOMEDICA,2024-05-13 07:19:00,2024-05-13 07:30:00,01 NAO LIGA,CAUSA NATURAL,TESTE FUNCIONAL,0.18
1970419,CORRETIVA,CAMA - ELETRICA,CENTURY,HILL ROM,2024-05-13 11:28:00,2024-05-13 12:30:00,02 NAO FUNCIONA,CAUSA NATURAL,AJUSTE MECÂNICO,1.03
1970118,CORRETIVA,MONITOR - MULTIPARAMETROS,C86,COMEN,2024-05-12 13:11:00,2024-05-13 07:30:00,02 NAO FUNCIONA,CAUSA NATURAL,REPOSIÇÃO DE ACESSÓRIO DANIFICADO,18.32
1971294,CORRETIVA,SENSOR DE OXIMETRIA,ADULTO,GENERICO,2024-05-14 07:11:00,2024-05-14 14:30:00,*ACESSORIO DANIFICADO,CAUSA NATURAL,AJUSTE MECÂNICO,7.32
1971298,CORRETIVA,CENTRAL DE MONITORIZACAO,INTELLIVUE PIIC IX 16LT,PHILIPS MEDICAL,2024-05-13 16:55:00,2024-05-14 08:30:00,02 NAO FUNCIONA,ERRO DE PROCEDIMENTO,AVALIAÇÃO TÉCNICA,15.58
1971332,CORRETIVA,ESTUFA,PREMIUM 18 VIDRO DUPLO,STERIS,2024-05-14 07:54:00,2024-05-14 08:00:00,02 NAO FUNCIONA,CAUSA NATURAL,AVALIAÇÃO TÉCNICA,0.1
1971314,CORRETIVA,CAMA - ELETRICA,ENTERPRISE 8000,ARJOHUNTLEIGH,2024-05-14 07:35:00,2024-05-14 08:00:00,20 DISPLAY DANIFICADO,CAUSA NATURAL,REVISÃO / REPARO EM PLACA(S),0.42
1971337,CORRETIVA,CENTRIFUGA,EXCELSA I 2206,FANEM,2024-05-14 08:06:00,2024-05-14 08:50:00,02 NAO FUNCIONA,CAUSA NATURAL,SUBSTITUIÇÃO / REPARO EM ESTRUTURA DO EQUIPAMENTO,0.73
1971379,CORRETIVA,MONITOR - MULTIPARAMETROS,G3L,GENERAL MEDITECH,2024-05-14 08:38:00,2024-05-14 09:00:00,29 FALTA DE EQUIPAMENTO,CAUSA NATURAL,INSTALAÇÃO / ENTREGA DE EQUIPAMENTO ADICIONAL,0.37
